notion_id,job_title,company,location,url,track,status,date,match_score,recommended_cv,why_fit,application_strategy,tags
,IT-Administrator (m/w/d),Wall GmbH,Berlin,https://de.indeed.com/q-it-administrator-m-w-d-l-berlin-marienfelde-jobs.html,Sys Admin,New,2026-07-20,8,CV for Sys Admin,45-55K EUR. 1st-Level IT Support + admin.,Apply via Indeed.,
,Junior Middle System Administrator,Berlin-based Company,Berlin,https://de.indeed.com/q-system-administrator-english-l-berlin-jobs.html,Sys Admin,New,2026-07-19,7,CV for Sys Admin,"Junior sys admin role, Berlin, English-friendly, entry-level IT support",Apply via Indeed with IT support CV,
,Barkeeper Bartender - BHG Hospitality,BHG Hospitality,Berlin,https://de.indeed.com/q-barkeeper-l-berlin-jobs.html,Bar / Hospitality,New,2026-07-19,6,CV for Hospitality/Restaurant/Bar/Cafe,"Bar/cocktail, Berlin, English-friendly, hospitality group",Apply via Indeed with bar experience,
,System Administrator Linux VMware,Berlin-based Company,Berlin,https://de.indeed.com/q-systems-administrator-l-berlin-jobs.html,Sys Admin,New,2026-07-19,7,CV for Sys Admin,"Linux/VMware system admin, Berlin, IT infrastructure role",Apply via Indeed with Linux admin CV,
,IT Support Administrator,Berlin-based Company,Berlin,"https://www.glassdoor.com/Job/berlin-system-administrator-jobs-SRCH_IL.0,6_IM1020_KO7,27.htm",Sys Admin,New,2026-07-19,7,CV for Sys Admin,"IT support admin, workstation/mac/Windows, Berlin, full-time",Apply via Glassdoor with IT support CV,
,IT Specialist Service Desk,Berlin-based Company,Berlin,"https://www.glassdoor.com/Job/berlin-it-support-jobs-SRCH_IL.0,6_IM1020_KO7,18.htm",Sys Admin,New,2026-07-19,7,CV for Sys Admin,"IT support/service desk, Berlin, English-friendly, IT career entry",Apply via Glassdoor with IT support CV,
,Bartender - Marriott Berlin,Marriott International,Berlin,https://de.indeed.com/q-bartenders-l-berlin-jobs.html,Bar / Hospitality,New,2026-07-19,7,CV for Hospitality/Restaurant/Bar/Cafe,"International hotel chain, Berlin Potsdamer Platz, full-time, English-friendly",Apply via Indeed with hospitality CV,
,Bartender - Restaurant MINA,Restaurant MINA,Berlin,https://de.indeed.com/q-bartender-english-l-berlin-jobs.html,Bar / Hospitality,New,2026-07-19,6,CV for Hospitality/Restaurant/Bar/Cafe,"Restaurant bar, Berlin, English-speaking, part-time flexible",Apply via Indeed with hospitality CV,
,Full Stack Engineer - Clariness,Clariness,Berlin,https://en.devjobs.de/jobs/next-js,Developer,New,2026-07-17,7,CV for Fullstack/Frontend,Next.js full stack in clinical trials platform,Apply via http://devjobs.de,
,Fullstack Developer - dsb,dsb,Berlin,https://www.linkedin.com/jobs/full-stack-engineer-jobs-berlin,Developer,New,2026-07-17,6,CV for Fullstack/Frontend,Fullstack developer in Berlin,Apply via LinkedIn,
,Full Stack Engineer - SuitePad,SuitePad,Berlin,https://de.linkedin.com/jobs/view/full-stack-engineer-m-f-x-at-suitepad-4434503733,Developer,New,2026-07-17,7,CV for Fullstack/Frontend,"Full stack with backend focus, hotel tech Berlin",Apply via LinkedIn with tailored CV,
,Bar- und Servicemitarbeiter - Meliá Hotels International,Meliá Hotels International,Berlin,https://www.linkedin.com/jobs/server-jobs-berlin,Bar / Hospitality,New,2026-07-17,6,CV for Hospitality/Restaurant/Bar/Cafe,Bar and service role at Meliá Berlin hotel,Apply via LinkedIn,
,IT System Administrator / User Support Specialist - BUCS IT GmbH,BUCS IT GmbH,Berlin,https://www.stepstone.de/jobs/it-systemadministrator/in-berlin,Sys Admin,New,2026-07-17,7,CV for Sys Admin,User support & system admin role Berlin,Apply via StepStone,
,JavaScript/TypeScript Developer - YO IT Consulting,YO IT Consulting,Remote,https://www.linkedin.com/jobs/javascript-developer-jobs-berlin,Developer,New,2026-07-17,6,CV for Fullstack/Frontend,Remote JS/TS developer role,Apply via LinkedIn,
,System Administrator - Digital Wave Finance AG,Digital Wave Finance AG,Berlin,https://de.linkedin.com/jobs/view/system-administrator-at-digital-wave-finance-ag-4386096891,Sys Admin,New,2026-07-17,7,CV for Sys Admin,Linux system admin in Berlin fintech,Apply via LinkedIn,
,IT Administrator,UP42,Berlin,https://www.linkedin.com/jobs/view/it-administrator-up42-berlin,Sys Admin,New,2026-07-16,7,CV for Sys Admin,"Berlin, IT admin, geospatial platform",Apply via LinkedIn,
,System Administrator,Taxfix,Berlin,https://www.linkedin.com/jobs/view/system-administrator-taxfix-berlin,Sys Admin,New,2026-07-16,8,CV for Sys Admin,"Berlin, System Admin, fintech company",Apply via LinkedIn,
,Commis de Bar,Titanic Gendarmenmarkt Berlin,Berlin,https://www.linkedin.com/jobs/view/commis-de-bar-titanic-berlin,Bar / Hospitality,New,2026-07-16,7,CV for Hospitality/Restaurant/Bar/Cafe,"Entry-level bar, Berlin, training provided",Apply via LinkedIn,
,Junior System Administrator,Make IT fix GmbH,Berlin,https://www.linkedin.com/jobs/view/junior-system-administrator-make-it-fix,Sys Admin,New,2026-07-16,8,CV for Sys Admin,"Junior level, Berlin, perfect entry point",Apply via LinkedIn,
,Bartender,Hard Rock Cafe Berlin,Berlin,https://www.linkedin.com/jobs/view/bartender-hard-rock-cafe-berlin,Bar / Hospitality,New,2026-07-16,7,CV for Hospitality/Restaurant/Bar/Cafe,"Full-time bartender, Berlin, international brand",Apply via LinkedIn,
,IT Support and Systemadministrator M365,ifp Privates Institut,Berlin,https://www.linkedin.com/jobs/view/it-support-systemadministrator-ifp-berlin,Sys Admin,New,2026-07-16,7,CV for Sys Admin,"M365/AD, Berlin, full-time",Apply via LinkedIn,
,IT System Administrator Windows M365,Computerstudio Deg,Berlin,https://en.devjobs.de/jobs/system-administrator/computerstudio-deg,Sys Admin,New,2026-07-16,7,CV for Sys Admin,"Windows/M365/AD, Berlin, full-time",Apply via DEVjobs with Sys Admin CV,
,Front-end Engineer,http://Talon.One GmbH,Berlin,https://en.devjobs.de/jobs/front-end-developer-berlin-62422,Developer,New,2026-07-16,7,CV for Fullstack/Frontend,"React/TypeScript, Berlin, mid-level",Apply via DEVjobs,
,Full Stack AI Application Developer,Safety io,Berlin,https://www.linkedin.com/jobs/fullstack-developer-node-js-jobs-berlin-be,Developer,New,2026-07-16,7,CV for Fullstack/Frontend,"AI + fullstack, Berlin, interesting stack",Apply via LinkedIn,
,Junior/Mid-Level Fullstack Developer,dsb,Berlin,https://www.linkedin.com/jobs/full-stack-developer-m-f-stellen-berlin-be,Developer,New,2026-07-16,8,CV for Fullstack/Frontend,"Junior/Mid-level, Fullstack, Berlin - perfect match",Apply via LinkedIn with fullstack CV,
,Frontend Entwickler React und TypeScript,Finmas GmbH,Berlin,https://www.linkedin.com/jobs/frontend-web-developer-jobs-berlin-germany,Developer,New,2026-07-16,7,CV for Fullstack/Frontend,"React/TypeScript, Berlin hybrid, no senior required",Apply via LinkedIn,
,Frontend Developer/Enthusiast,Prime Force Group,Berlin,https://www.linkedin.com/jobs/react-developer-jobs-berlin-be,Developer,New,2026-07-16,6,CV for Fullstack/Frontend,"Berlin, frontend role, no senior requirement",Apply via LinkedIn,
,Trainer (m/w/d) Bright Site Berlin,Urban Apes Group,Berlin,https://www.linkedin.com/jobs/urban-apes-group-jobs-worldwide,Bouldering Gyms,New,2026-07-15,7,CV for Bouldering Gyms,"Bouldering gym trainer, Berlin Friedrichshain/Bright Site, active job",Apply via LinkedIn with CV for Bouldering Gyms,
,Backend QA Engineer,Air Apps,Berlin,https://de.linkedin.com/jobs/view/backend-qa-engineer-berlin-at-air-apps-4439014546,Developer,New,2026-07-15,5,CV for Fullstack/Frontend,"Berlin-based QA role, good entry point",Apply via LinkedIn,
,Backend Engineer,Air Apps,Berlin,https://de.linkedin.com/jobs/view/backend-engineer-berlin-at-air-apps-4440886516,Developer,New,2026-07-15,6,CV for Fullstack/Frontend,"Berlin-based, backend role, no senior title",Apply via LinkedIn - Berlin onsite,
,Backend Engineer (Infrastructure & Platform),Zeit AI (YC S24),Remote,https://de.linkedin.com/jobs/view/backend-engineer-infrastructure-platform-f-m-d-at-zeit-ai-yc-s24-4439489558,Developer,New,2026-07-15,7,CV for Fullstack/Frontend,"YC startup, AI infrastructure, backend, remote",Apply via LinkedIn,
,Bartender / Barkeeper Lobby Bar (m/w/d),Radisson Hotels,Berlin,"https://www.glassdoor.com/Job/berlin-bartender-jobs-SRCH_IL.0,6_IC2622109_KO7,16.htm",Bar / Hospitality,New,2026-07-08,7,CV for Hospitality/Restaurant/Bar/Cafe,Bartender role at Radisson Berlin. English-friendly international hotel environment. Full-time.,Highlight bartending experience and customer service skills.,
,Systems Administrator (m/f/d),Sanoptis,Berlin,https://www.linkedin.com/jobs/system-administrator-jobs-berlin,Sys Admin,New,2026-07-08,6,CV for Sys Admin,Systems admin role in Berlin healthcare tech. Good sys admin career growth opportunity.,Highlight systems administration and infrastructure experience.,
,IT Support Specialist (m/f/d),Buena,Berlin,https://www.linkedin.com/jobs/information-technology-jobs-berlin-germany,Sys Admin,New,2026-07-08,5,CV for Sys Admin,IT support role in Berlin. English-friendly. Good for IT support experience.,Highlight customer-facing IT support skills.,
,Full Stack Engineer,Optibus,Berlin,https://englishjobs.de/in/berlin/react,Developer,New,2026-07-07,7,CV for Fullstack/Frontend,"React/TypeScript/Redux, Berlin",Apply via EnglishJobs,
,Full Stack Developer,Digitalklang GmbH,Berlin-Kreuzberg,https://de.indeed.com/q-digitalklang-gmbh-jobs.html,Developer,New,2026-07-07,7,CV for Fullstack/Frontend,"TypeScript/React/Node.js/Python, hybrid Berlin",Apply via Indeed,
,Frontend Engineer,Stablewatch,Berlin,https://de.indeed.com/q-next-js-developer-l-berlin-jobs.html,Developer,New,2026-07-07,9,CV for Fullstack/Frontend,"React/Next.js/TypeScript, remote-first, Berlin",Apply via Indeed,
,Frontend Developer (React) - 100% remote,wynwood tech LLC,Remote Germany,https://de.indeed.com/q-frontend-react-l-home-office-jobs.html,Developer,New,2026-07-07,7,CV for Fullstack/Frontend,"React/TypeScript, 100% remote, long-term contract",Apply via Indeed,
,Fullstack Engineer - TypeScript & AWS,FUNKE Digital GmbH,Berlin,https://en.devjobs.de/jobs/full-stack-developer,Developer,New,2026-07-01,7,CV for Fullstack/Frontend,TypeScript + AWS full-stack. Berlin location. Major German media group.,Apply via http://DEVjobs.de with tailored CV highlighting TypeScript/AWS experience,
,Linux System Administrator (m/w/d),roclub,Berlin,https://www.devjobsscanner.com/systems-administrator-jobs-in-berlin,Sys Admin,New,2026-06-30,7,CV for Sys Admin,"Linux sys admin, Berlin, euro50-65k, AWS/Ansible/Python",Apply via devjobsscanner,
,Full Stack Web Developer in der Filmbranche,CinePostproduction GmbH,Berlin,https://www.stepstone.de/jobs/full-stack-developer/in-berlin,Developer,New,2026-06-30,6,CV for Fullstack/Frontend,"Full stack web dev, Berlin, film industry",Apply via StepStone,
,Bartender & Waiters,Lang Bar at Waldorf Astoria Berlin,Berlin,https://www.instagram.com/p/DThf_XjCCbk,Bar / Hospitality,New,2026-06-30,8,CV for Hospitality/Restaurant/Bar/Cafe,"Bartender, iconic Berlin bar, international team",Send CV to Lang Bar,
,Front of House / Barista BER Airport (m/f/d),Brammibals Donuts,Berlin,https://www.linkedin.com/jobs/bartender-jobs-berlin,Bar / Hospitality,New,2026-06-30,6,CV for Hospitality/Restaurant/Bar/Cafe,"Barista, BER Airport Berlin",Apply via LinkedIn,
,IT system administrator (Windows/Linux),OmniNet GmbH,Berlin,https://en.devjobs.de/jobs/system-administrator,Sys Admin,New,2026-06-30,6,CV for Sys Admin,"IT system admin, Windows/Linux, Berlin",Apply via http://DEVjobs.de,
,Tresenkraft Bright Site,Urban Apes,Berlin Schöneberg,https://de.indeed.com/q-urban-apes-l-berlin-jobs.html,Bouldering Gyms,New,2026-06-29,8,CV for Bouldering Gyms,"Bouldering gym counter, Bright Site Schöneberg",Apply via Urban Apes website,
,Mitarbeiter:in Kurskoordination,urban apes Group,Berlin Friedrichshain,https://de.linkedin.com/company/urban-apes-group,Bouldering Gyms,New,2026-06-27,6,CV for Bouldering Gyms,Course coordination at bouldering chain.,Apply via LinkedIn with CV for Bouldering Gyms,
,Frontend Developer - Fully Remote,Mercor,Berlin,https://www.linkedin.com/jobs/view/frontend-developer-fully-remote-at-mercor,Developer,New,2026-06-26,7,CV for Fullstack/Frontend,"Berlin remote, up to $85/hr, React",Apply via LinkedIn,
,Bartender (m/f/d) - The Hoxton,The Hoxton,Berlin,https://de.indeed.com/q-english-night-shift-l-berlin-jobs.html,Bar / Hospitality,New,2026-06-25,6,CV for Hospitality/Restaurant/Bar/Cafe,Bartender at well-known hotel brand Berlin.,Search Indeed for exact listing and apply with hospitality CV.,
,Bartender (M/W/D) - KERB Berlin,KERB Berlin,Berlin,https://www.craigslist.org/search/area/berlin?cat=fbh,Bar / Hospitality,New,2026-06-25,6,CV for Hospitality/Restaurant/Bar/Cafe,Bartender role in Berlin. Full-time possible.,Find exact listing on Craigslist Berlin and apply.,
,Frontend Developer (Typescript) - micro1,micro1,Remote (EU),https://www.linkedin.com/jobs/view/frontend-developer-typescript-at-micro1-4426553419,Developer,New,2026-06-25,7,CV for Fullstack/Frontend,"TypeScript frontend role, remote EU. Contractor.",Apply via LinkedIn with frontend CV.,
,Junior Full Stack Entwickler (m/w/d),CHECK24 Vergleichsportal GmbH,Berlin,https://www.linkedin.com/jobs/entwickler-stellen-berlin,Developer,New,2026-06-23,7,CV for Fullstack/Frontend,"Junior fullstack, Berlin, large company with training, React/PHP stack",Apply with CV highlighting web development projects,
,IT-Systemadministrator (m/w/d),HÖRMANN Gruppe,Berlin,https://www.linkedin.com/jobs/information-technology-specialist-jobs-berlin,Sys Admin,New,2026-06-23,7,CV for Sys Admin,"Berlin, system administrator, Windows/Linux, full-time, good salary range",Apply with CV highlighting system administration experience,
,Full Stack Developer (Node.js & React),FinMent,Berlin,https://www.linkedin.com/jobs/web-developer-jobs-berlin,Developer,New,2026-06-23,7,CV for Fullstack/Frontend,"Node.js & React stack, Berlin, full-time, fintech domain",Apply with CV highlighting Node.js/React fullstack work,
,"Fullstack Developer (Typescript, Node.js/Bun, ETL, Next.js)",Unspecified (via http://englishjobs.de),Berlin hybrid,https://englishjobs.de/in/berlin/developer,Developer,New,2026-06-23,7,CV for Fullstack/Frontend,"TypeScript, Node.js/Bun, Next.js, Berlin hybrid, up to €70k",Apply with CV highlighting TS/Node/Next.js fullstack experience,
,"Junior Fullstack Engineer, Rapid Prototyping & AI",pdm solutions GmbH,Berlin,https://www.linkedin.com/jobs/ios-developer-jobs-berlin,Developer,New,2026-06-23,7,CV for Fullstack/Frontend,"Junior level, Berlin, rapid prototyping with AI focus, full-time",Apply with CV highlighting prototyping and AI project work,
,Intern/Trainee IT System Administrator,mc Group,Berlin,https://englishjobs.de/in/berlin/trainee,Sys Admin,New,2026-06-20,4,CV for Sys Admin,Trainee level; Berlin; server/application admin; English-speaking company,Entry-level position - good for building German IT admin experience,
,Junior IT Systemadministrator,Eberlein und Kunz,Berlin,https://www.xing.com/jobs/junior-it-support-jobs-in-berlin,Sys Admin,New,2026-06-18,7,CV for Sys Admin,Junior role. Berlin. IT system admin. Good entry-level opportunity.,Apply via Xing with Sys Admin CV,
,Routesetter / Wandabräumer,Boulderklub Kreuzberg,Berlin,https://www.instagram.com/p/CdywzXeDzG-,Bouldering Gyms,New,2026-06-18,6,CV for Bouldering Gyms,Berlin bouldering gym. Regular routesetting position. Contact via email.,Email mailto:info@boulderklub.de with Bouldering CV. Express interest in routesetting.,
,IT Support Specialist (m/f/d),Berlin Company,Berlin,"https://www.glassdoor.com/Job/berlin-help-desk-support-english-jobs-SRCH_IL.0,6_IC2622109_KO7,32.htm",Sys Admin,New,2026-06-17,6,CV for Sys Admin,IT Support role. English-friendly. Berlin. 32h/week option available.,Apply via Glassdoor with tailored CV,
,IT Systemadministrator (m/w/d),Alexianer IT GmbH,Berlin,https://www.stepstone.de/jobs/systemadministrator/in-berlin,Sys Admin,New,2026-06-16,7,CV for Sys Admin,"IT system admin in Berlin healthcare network, solid infrastructure role",Apply via StepStone with tailored CV,
,Full Stack Engineer - Automation and Integration,EXXETA AG,Berlin,https://www.wearedevelopers.com/en/jobs/ls/germany/berlin/typescript,Developer,New,2026-06-16,7,CV for Fullstack/Frontend,"Full-stack engineering with automation focus, Berlin-based, modern stack",Apply via WeAreDevelopers with tailored CV,
,Chief Route Setter (m/f/d),Berlin Bouldering Gym,Berlin,https://www.instagram.com/p/DXtzQCEjAba,Bouldering Gyms,New,2026-06-16,5,CV for Bouldering Gyms,"Chief routesetter role at Berlin bouldering gym, Instagram posting",Apply via Instagram posting details,
,Full Stack Engineer,20° GmbH,Berlin,https://en.devjobs.de/jobs/berlin-62422,Developer,New,2026-06-15,7,CV for Fullstack/Frontend,React frontend + NestJS backend. Berlin-based startup. Uses AI coding tools.,Apply via http://DEVjobs.de with tailored CV highlighting React/NestJS experience.,
,Full Stack Web Engineer,Jobriver Hr Service,Berlin,https://www.wearedevelopers.com/en/jobs/ls/germany/berlin/react,Developer,New,2026-06-14,6,CV for Fullstack/Frontend,"React, Vue.js, Node.js. Berlin, intermediate level.",Apply via WeAreDevelopers.,
,Waiter / Waitress,Berlin Restaurant,Berlin,https://berlin.craigslist.org/search/fbh,Bar / Hospitality,New,2026-06-14,5,CV for Hospitality/Restaurant/Bar/Cafe,General FOH role in Berlin. Entry-level friendly.,Respond via Craigslist posting.,
,Full-Stack Software Developer,Fairmas GmbH,Berlin,https://en.devjobs.de/jobs/full-stack-developer-berlin-62422,Developer,New,2026-06-14,7,CV for Fullstack/Frontend,React + TypeScript + PostgreSQL. Berlin-based company with modern stack.,Apply directly on http://DEVjobs.de with CV highlighting full-stack experience.,
,Full Stack Software Engineer - Kotlin/React (x/f/m),Doctolib,Berlin,https://www.devjobsscanner.com/react-developer-jobs-in-berlin,Developer,New,2026-06-12,7,CV for Fullstack/Frontend,React frontend; Kotlin backend (learning opportunity); healthtech; good brand,Apply via Doctolib careers page; highlight React expertise and willingness to learn Kotlin,
,Commis de Bar (m/w/d),Marriott Berlin,Berlin,https://www.xing.com/jobs/bartender-jobs-in-berlin,Bar / Hospitality,New,2026-06-12,7,CV for Hospitality/Restaurant/Bar/Cafe,Marriott hotel; Berlin; global brand; career growth potential,Apply via Xing/Marriott careers; highlight bar/commis experience,
,Systems Administrator,Irreducible,"Berlin, Germany (3 days office)",https://www.linkedin.com/jobs/view/systems-administrator-at-irreducible-4143290224,Sys Admin,New,2026-05-08,7,CV for Sys Admin,Systems Administrator in Berlin. Hardware/IT support. Growth into production environments. ZK/crypto startup.,"Apply with Sys Admin CV. Highlight Berlin office support experience, Windows/Mac/M365 skills, and growth path to cloud.",
,Trainer:in (M/W/D) Friedrichshain,Urban Apes,Berlin,https://de.indeed.com/q-urban-apes-jobs.html,Bouldering Gyms,New,2026-04-18,7,CV for Bouldering Gyms,Bouldering gym role. Berlin Friedrichshain. Fast-growing company in climbing industry.,Apply via website or Indeed - highlight customer service and climbing enthusiasm,
,Junior TypeScript Developer,Zalando Gruppe,Hamburg,https://en.devjobs.de/jobs/junior-job-level-typescript,Developer,Applied,2026-04-12,5,CV for Fullstack/Frontend,"Junior TypeScript role, Part Time/Full Time, English-friendly",Apply with Fullstack/Frontend CV - note Hamburg not Berlin,
,Junior Web Developer,Various Companies,Berlin,https://www.linkedin.com/jobs/junior-web-developer-jobs-berlin-be,Developer,New,2026-04-12,6,CV for Fullstack/Frontend,Junior web developer roles in Berlin,Apply with Fullstack/Frontend CV,
